Weight,Height,Gender,Age,BMIcase
73.03471907,1.934809023,1,56,5
71.18284892,1.700718378,0,41,6
93.4676553,1.659927055,0,47,1
108.8000553,1.905224725,1,18,4
58.89330285,1.737398337,0,22,4
95.28484146,1.702525442,1,30,5
89.69521428,1.918914209,1,40,7
91.08486267,1.673767713,0,65,5
100.7770261,1.789880071,0,24,5
93.19097839,1.709782122,1,35,3
102.1875276,1.745674361,0,32,4
96.72659912,1.764557938,1,24,6
89.59809258,1.708765379,1,61,6
52.29530736,1.918844268,1,60,5
80.63874889,1.948153616,1,30,7
58.13601305,1.446855201,0,26,6
79.31280622,1.88221049,1,30,7
79.56479821,1.672447211,0,49,7
56.49088567,1.838923934,1,64,7
106.7206556,1.910971904,1,37,7
66.88221973,1.737220463,0,36,4
73.87264051,1.9334748,1,65,7
100.062199,1.771460787,1,42,4
91.36372672,1.806995555,0,65,2
73.5442479,1.833619639,1,50,7
62.78278662,1.803950653,0,64,6
53.01785488,1.805117747,1,34,7
69.35884461,1.539605692,0,56,5
51.5047809,1.635770484,0,46,4
93.92487745,1.72558029,1,64,1
66.84760642,1.740894343,1,62,4
50.39600908,1.567252475,0,52,4
73.05105813,1.868240348,1,29,5
69.06670002,1.423917307,0,64,7
86.55659749,1.604549656,0,56,4
64.70608586,1.85282415,1,30,5
102.7771349,1.810174691,0,21,5
99.02011084,1.694740889,0,47,2
69.45630873,1.482829352,0,57,5
80.87877356,1.630523489,0,58,6
105.9875143,1.777775277,0,47,5
84.95470145,1.81935712,0,27,1
100.2441317,1.824836122,1,28,5
88.65347923,1.91686446,1,61,7
108.7418226,1.819274659,1,19,5
95.61127371,1.885236074,1,31,5
57.53851878,1.845417305,1,27,5
76.31401182,1.683166793,0,27,6
100.2566196,1.766517121,1,64,7
104.3011467,1.812796599,0,64,4
104.1617054,1.764489139,1,45,4
72.31394643,1.618990673,0,18,6
62.73936026,1.761976978,1,51,4
99.39930471,1.821684843,1,55,5
76.84065383,1.667394072,0,52,5
54.5129346,1.887282286,1,33,7
79.43355576,1.667646215,0,57,5
86.91115915,1.965507321,1,35,4
50.14429707,1.636643317,0,24,6
102.6044291,1.789838121,1,35,5
94.60579935,1.715771685,1,38,7
57.40662925,1.909725526,1,51,5
78.66252233,1.735191927,1,53,5
59.38685203,1.713750394,0,30,7
104.8579675,1.73880471,0,19,7
61.46584992,1.938661037,1,49,4
68.90059305,1.429286828,0,22,4
82.0869785,1.533086544,0,56,2
105.3102343,1.881859748,1,45,4
106.954263,1.79476055,0,44,5
64.9061151,1.951309151,1,19,5
91.62844527,1.762407473,0,34,6
54.42545553,1.950581472,1,44,5
103.7366558,1.819517397,1,30,4
86.50285463,1.808698673,0,21,3
99.20008992,1.759026572,0,35,7
58.04030542,1.853432049,1,62,7
54.34075608,1.795542166,1,55,3
74.98985787,1.739309481,0,27,5
108.6564054,1.959785007,1,18,4
109.0457615,1.861808743,1,60,3
50.86538964,1.536223454,0,65,4
78.02449277,1.837800329,1,36,5
84.89544898,1.970342345,1,29,3
100.5024591,1.701958155,0,63,4
60.55331861,1.956341476,1,34,2
75.26770168,1.738092372,1,31,6
73.86447336,1.722225326,1,18,5
52.55134613,1.571548032,0,51,4
75.01884662,1.807296219,0,35,6
74.75112812,1.898649644,1,44,5
105.8004671,1.740118428,0,22,4
54.63158462,1.778822454,0,20,4
106.3118573,1.804959472,1,38,5
57.85140861,1.624273072,0,62,5
103.2883714,1.82063326,0,31,4
58.12137253,1.643703176,0,56,7
88.87479389,1.88332459,1,21,7
100.9074887,1.708590984,0,30,5
82.63880559,1.711635044,0,29,6
83.7187642,1.717948644,0,41,7
60.0635358,1.444551754,0,56,7
106.2816649,1.79315024,1,21,4
102.527398,1.808781266,1,54,7
57.91879985,1.444652119,0,27,4
65.76625573,1.730098446,0,34,6
68.79559849,1.727179234,1,57,6
78.8124028,1.804083699,0,24,7
59.50859187,1.77319481,1,46,4
53.98951696,1.403570447,0,49,7
80.12784702,1.898686331,1,60,4
96.4552926,1.803395204,0,54,5
59.68486471,1.70490574,1,31,4
85.81113412,1.908857708,1,50,7
61.32988401,1.783991102,1,53,2
106.5234011,1.803227589,1,28,6
57.20994988,1.617261687,0,58,6
70.42048724,1.801672192,0,46,1
81.41658776,1.779468242,0,46,5
50.3869338,1.949689876,1,22,6
56.38566865,1.506176938,0,27,5
52.1212951,1.75790899,1,55,4
103.2348839,1.758561405,0,19,4
103.6217292,1.851120904,1,35,5
98.63151935,1.762654698,0,53,7
74.7306315,1.740629027,1,29,6
99.54455457,1.827692587,0,38,4
94.03112823,1.766815036,1,53,6
61.90209067,1.827936332,1,57,6
73.84853435,1.734557447,0,41,2
85.67463942,1.755730614,0,57,5
52.63801468,1.768894274,1,23,7
98.96094647,1.887209451,1,45,4
98.95815072,1.720605398,0,55,5
89.61571398,1.742695203,1,64,4
54.49968834,1.449653425,0,43,5
69.52302462,1.780978064,0,43,4
99.39178961,1.748350867,1,56,4
54.55758732,1.485783577,0,31,1
58.94133781,1.617972407,0,60,4
88.09293242,1.89871111,1,35,5
90.66827203,1.885435998,1,50,5
73.32737233,1.543653244,0,61,4
80.98294331,1.940344553,1,41,7
71.53683412,1.860816586,1,40,4
58.014498,1.969231877,1,55,7
99.43994168,1.804753896,0,57,5
87.550979,1.78164185,0,31,4
68.15820126,1.897989756,1,50,7
100.5811215,1.807177062,0,63,5
73.67669208,1.695689029,0,46,4
79.5732619,1.735684875,1,34,6
86.60496513,1.761011512,0,38,4
96.4180361,1.757244586,0,26,6
96.88745825,1.855943644,1,60,5
85.14878108,1.970464455,1,40,5
106.0513912,1.782424185,1,64,5
52.44140428,1.840203458,1,39,4
107.2327151,1.761618069,0,30,2
77.43124199,1.860319762,1,63,7
87.53773147,1.851409853,1,62,7
104.3349326,1.892135461,1,57,4
101.4476366,1.741612273,1,24,5
104.0168037,1.823368509,0,33,5
61.79954594,1.404233005,0,20,5
84.53866123,1.85491398,1,39,4
102.2332095,1.928925606,1,46,1
96.54256074,1.884160826,1,53,4
99.03703418,1.810407056,1,24,4
100.961097,1.883254613,1,33,5
58.19970829,1.731657132,1,57,6
69.38315787,1.540353446,0,62,6
50.3287599,1.705439117,0,41,5
92.08717658,1.707982754,1,37,7
91.41530509,1.752230851,1,52,5
59.75662528,1.868900556,1,51,4
92.54747926,1.773093639,1,52,4
72.35063744,1.859544952,1,35,7
89.53647627,1.758368867,0,34,5
102.4239329,1.724660636,0,19,4
70.35835968,1.693664921,0,63,7
55.81725395,1.786644627,0,44,4
82.2635518,1.551068051,0,34,5
65.3444129,1.572484254,0,50,5
60.98316208,1.891045675,1,26,5
70.47332693,1.639983685,0,54,4
62.94658875,1.96331051,1,33,2
84.20834202,1.755550493,1,39,4
78.02861004,1.80301987,0,19,4
81.28532207,1.958571172,1,43,4
106.6038272,1.77356961,0,58,2
76.1924906,1.80287277,0,64,4
65.55432476,1.914893887,1,41,6
55.46567054,1.815138936,1,50,5
96.76212235,1.698372707,0,60,7
103.5269787,1.779713995,0,27,4
102.9498659,1.732407389,0,44,1
107.8962509,1.795657245,0,43,7
103.8328657,1.768671237,1,42,3
85.14881825,1.835028718,1,27,5
95.47392874,1.803915729,0,57,3
58.95210325,1.759161546,1,58,5
87.31358806,1.882064217,1,61,4
86.14257594,1.705725594,1,55,4
71.94339492,1.876602501,1,26,4
103.9340605,1.817084659,0,33,5
68.43892239,1.756745779,1,63,7
80.10045594,1.682513175,0,32,5
106.4733466,1.81580095,0,63,4
58.96921205,1.800939135,0,38,7
98.11890281,1.9272816,1,32,6
55.82139334,1.732677115,1,34,5
78.96651314,1.745799606,1,65,4
101.4425806,1.75924398,0,58,6
70.48746272,1.883172335,1,44,5
93.98095677,1.687165151,0,48,7
62.1966611,1.788114585,1,22,4
56.3506258,1.716782354,0,28,5
91.58533901,1.813590143,0,39,4
73.60140524,1.967079246,1,26,2
97.82185602,1.715090036,0,27,4
53.25325979,1.793724676,0,32,5
97.49401702,1.918270383,1,57,4
57.54087952,1.832879751,1,28,3
50.11532309,1.722937467,1,37,5
100.0350406,1.863997832,1,50,6
104.6908406,1.865712342,1,65,7
88.15607595,1.703227737,0,43,7
91.07416829,1.702452297,0,49,3
62.53513056,1.806121405,1,58,5
99.94263628,1.769289268,1,28,6
69.04323296,1.8280673,1,56,6
57.76930229,1.7775098,1,29,1
56.77215419,1.834203702,1,43,6
109.6010383,1.813631652,0,31,4
102.4680862,1.804732355,0,56,6
62.33213045,1.932863418,1,20,2
50.55456827,1.85611355,1,49,6
72.94367841,1.818104057,1,21,5
83.80891224,1.677240671,0,38,7
54.3032766,1.969313509,1,52,4
54.66634016,1.5188218,0,56,5
93.48362583,1.773437833,1,27,5
51.47221934,1.813151152,0,33,4
91.36982334,1.873714518,1,45,1
93.93976051,1.814340639,0,53,3
90.36037055,1.97931194,1,54,1
85.43235402,1.946901404,1,52,6
64.91093639,1.817479409,0,30,5
97.47897274,1.784444312,0,54,7
89.83133532,1.850680449,1,56,3
55.94745535,1.867282981,1,36,1
62.90088731,1.723013853,1,47,6
69.14586773,1.645574344,0,26,4
61.55380192,1.91455558,1,50,4
55.38908147,1.785488071,0,58,4
70.07782044,1.812555948,1,57,4
90.15120566,1.691335147,0,53,4
69.50507596,1.96655038,1,56,5
60.87667811,1.456877884,0,23,7
66.14123457,1.720928629,0,19,5
98.93277963,1.873748037,1,59,2
105.9061888,1.753159703,1,26,6
74.09928006,1.626784829,0,18,4
108.9635112,1.787987031,0,54,4
81.13803669,1.554729169,0,51,7
77.33364778,1.94147068,1,59,5
102.0742176,1.747641907,0,55,4
71.4420862,1.772942094,0,56,7
100.2953999,1.748595701,1,28,6
56.36695815,1.393496413,0,65,4
81.04405454,1.528037877,0,35,1
58.56881414,1.649936024,0,37,4
83.35435938,1.920949027,1,65,6
61.35659762,1.477032422,0,47,5
70.35789304,1.797488818,0,44,4
71.28277215,1.822203591,0,64,5
56.89978171,1.710998502,1,55,5
69.4043015,1.736007605,0,33,4
51.97662288,1.916590551,1,65,7
64.80156101,1.942903518,1,46,3
54.55603891,1.740745881,1,28,5
105.5760233,1.823883982,0,24,4
56.65567865,1.692816503,0,31,7
76.91100833,1.718790245,0,27,2
77.61787325,1.802318641,0,56,5
77.58429818,1.963252294,1,59,4
65.70582655,1.700482843,0,63,5
76.48188212,1.801547829,0,47,4
107.1318439,1.969647536,1,22,5
106.0649745,1.822880718,0,22,7
63.0537528,1.470078579,0,38,4
87.36649077,1.814531846,1,59,4
76.48826257,1.885457173,1,44,5
90.01670394,1.697626899,0,63,1
68.75456589,1.71507991,1,20,5
84.16413329,1.703640342,1,44,4
105.3555237,1.743589367,0,53,4
72.46673942,1.506334749,0,45,5
108.9151164,1.888521861,1,51,7
77.97588616,1.734337207,0,50,5
71.49732804,1.735721357,0,58,5
99.0233044,1.695520665,0,57,7
83.79447761,1.701820536,0,19,7
65.92763473,1.509200598,0,58,3
83.11027968,1.709954841,1,18,4
63.65877242,1.619264615,0,22,4
79.41508772,1.577222065,0,47,5
99.49068163,1.837557563,1,36,5
100.334463,1.818473457,0,55,2
59.43160186,1.863880969,1,53,5
56.79559779,1.970597076,1,42,4
93.22751786,1.907817933,1,39,4
80.55473321,1.941786868,1,28,6
50.01023097,1.9369175,1,45,5
84.95914812,1.591315543,0,60,5
82.01718116,1.904539429,1,35,7
101.1062101,1.768737173,0,26,5
75.23998304,1.511730212,0,19,6
50.28741439,1.395566999,0,28,4
86.35103779,1.576671302,0,33,6
51.92982925,1.89148767,1,57,4
84.90157165,1.744782718,1,57,3
92.88275645,1.635264736,0,26,3
54.17874134,1.51021898,0,26,4
96.20864885,1.819774955,1,37,6
61.24193127,1.803436474,1,27,4
97.42647417,1.803622509,0,37,7
75.61034292,1.562265555,0,55,7
56.22976121,1.423248687,0,60,4
64.64798966,1.638183658,0,46,3
67.30214919,1.803369939,0,26,4
77.30413443,1.927000007,1,21,5
60.96053219,1.945959218,1,42,6
105.0645787,1.894109137,1,29,5
70.88804987,1.444887797,0,34,4
72.94653895,1.715900074,1,48,4
86.27330948,1.785974318,0,39,4
80.49274694,1.807695615,1,44,7
67.69428899,1.562865503,0,55,5
87.7910175,1.887429578,1,55,4
53.20605803,1.780523385,1,61,7
68.1431679,1.945848706,1,41,7
80.76229916,1.979569814,1,49,4
99.4710366,1.762461556,0,56,4
65.51564712,1.90163291,1,56,4
90.7830454,1.748966808,0,35,7
62.0211553,1.533308603,0,20,4
60.15823299,1.85221982,1,41,5
97.39593953,1.705524101,0,35,4
102.436577,1.832312251,1,42,5
80.56807848,1.788721857,0,62,6
89.5065671,1.767399274,0,47,5
75.96835015,1.960792999,1,63,7
51.56127138,1.849759557,1,23,5
99.26941056,1.690484377,0,35,2
80.62654334,1.863221819,1,55,7
107.9722323,1.780224635,0,61,3
80.35220707,1.93765439,1,32,4
95.2110812,1.792861967,1,30,5
85.06972799,1.874703768,1,21,4
80.49667454,1.827229113,0,32,2
57.24302927,1.771918405,0,55,4
93.12439745,1.708819408,0,21,2
85.9421165,1.568157149,0,46,5
95.7982753,1.667642363,0,22,6
95.87806214,1.853761229,1,53,7
76.77176538,1.629948113,0,61,4
86.78406014,1.771962562,0,26,6
104.4121164,1.753177512,0,28,7
109.6646792,1.818521893,0,64,6
66.44321483,1.477584416,0,34,3
94.92174367,1.948528959,1,42,2
56.671051,1.567828378,0,62,5
93.99226636,1.650168256,0,42,4
79.9695963,1.705689455,0,40,6
73.00442897,1.723522623,1,50,4
78.99529737,1.820991324,0,42,4
89.25554529,1.600959067,0,46,4
82.10364361,1.779958345,1,62,5
57.87802233,1.404277901,0,57,3
80.68653482,1.597295802,0,62,4
88.09053292,1.797115844,1,49,6
66.45180703,1.834888973,1,52,5
74.18287405,1.612264883,0,44,4
66.50649454,1.802208357,1,38,5
97.64488612,1.891354566,1,35,3
73.65801433,1.752332741,1,29,5
97.58797016,1.843238592,1,46,5
91.92564459,1.821298537,0,46,7
63.08911236,1.513907573,0,64,5
98.25897315,1.736009375,0,55,5
62.62835938,1.739417707,1,26,4
109.0296446,1.795995491,0,57,3
101.6468892,1.918944681,1,26,1
92.6500202,1.785329378,1,43,7
82.7641294,1.73675857,1,48,4
109.0795708,1.825699218,0,36,4
103.875715,1.789568099,0,62,4
76.20370105,1.744019214,0,38,6
93.77349762,1.934206768,1,24,4
88.00347042,1.894862984,1,48,7
74.39710075,1.765017797,1,58,6
86.73265206,1.844909369,1,41,6
70.49970894,1.688186093,0,32,7
67.08233977,1.812099649,1,47,4
85.6412997,1.703714715,1,19,6
75.23253041,1.659819279,0,42,1
101.2228848,1.817869671,0,24,4
54.60024026,1.833224487,1,42,6
65.45661105,1.894124934,1,25,3
71.50534723,1.704448483,1,59,4
92.22656361,1.749313677,1,39,4
103.8845224,1.8826959,1,24,7
101.2725014,1.721565115,1,41,4
95.94631735,1.721187528,0,31,7
65.57954587,1.622901255,0,54,7
83.7698445,1.820432863,1,53,6
61.76492435,1.798128418,0,64,6
65.97276304,1.820787327,0,36,5
78.89949825,1.594007394,0,65,7
97.68044012,1.738689721,0,24,4
107.5883343,1.835149809,1,64,6
71.57772184,1.746080476,0,46,4
50.30455717,1.740853454,0,44,5
75.31615025,1.599550085,0,33,7
84.08993013,1.673528863,0,36,6
88.00939935,1.778201236,0,58,5
54.89247244,1.54066972,0,54,4
59.09033975,1.573669746,0,24,1
89.83950149,1.784657933,1,47,6
86.38057029,1.601178406,0,28,4
73.28021492,1.745998458,1,60,6
88.07608749,1.739642145,1,34,6
83.98992492,1.936858729,1,30,5
74.29930066,1.516172475,0,63,7
76.1749745,1.801476907,1,48,4
99.00727897,1.687695355,0,41,5
91.0604892,1.65672362,0,54,4
100.8764879,1.714770004,0,34,4
97.67316379,1.809207278,0,39,5
91.11639373,1.780052722,1,60,6
96.99679545,1.803934517,0,63,5
62.4324962,1.919754337,1,43,6
86.82417664,1.801452755,1,50,6
75.69388542,1.723192105,1,58,7
74.71532146,1.854452988,1,36,4
67.40037256,1.886951739,1,26,4
106.7224704,1.811973337,0,50,5
52.76647991,1.478021162,0,62,5
62.82718633,1.436145088,0,58,7
79.96328079,1.867303033,1,54,4
77.80932373,1.931766676,1,58,3
109.683385,1.775992654,0,62,6
81.10827373,1.751829967,0,61,4
86.73912252,1.727380994,1,23,7
85.91170251,1.94983117,1,53,5
94.78053115,1.949911539,1,65,4
64.43872033,1.779313852,1,64,4
88.14434106,1.851928493,1,30,3
66.45168613,1.728951938,1,64,7
95.90964199,1.68569664,0,30,4
76.50069197,1.639799446,0,64,4
56.46914546,1.695266342,0,58,4
58.70159769,1.823970499,0,32,6
89.70718579,1.794905327,0,46,5
97.9994153,1.751609509,1,41,7
74.25404108,1.940971058,1,31,5
93.37473982,1.646475738,0,18,5
99.92067992,1.80575888,0,18,6
97.07978878,1.952312551,1,45,6
101.6008955,1.796683148,1,61,4
106.4853901,1.80518069,0,58,6
68.37281477,1.624379206,0,55,6
92.66130064,1.730519266,0,58,4
59.40638948,1.604663797,0,55,4
50.79316734,1.478438394,0,65,7
61.1211197,1.854556289,1,45,3
64.08270838,1.503021856,0,45,5
102.4000861,1.893431514,1,21,4
68.27409383,1.636305076,0,60,7
104.1862117,1.818724923,1,35,7
51.95757396,1.609585469,0,61,5
91.51301021,1.895152167,1,23,4
107.6878369,1.758846864,0,34,5
78.89583807,1.668946577,0,25,1
84.10307475,1.900808085,1,41,4
103.9599334,1.729231371,1,65,4
58.23130041,1.643083079,0,58,5
74.67417969,1.79205042,1,65,6
88.78813319,1.639517707,0,26,6
88.18230977,1.716982738,0,55,5
82.84234009,1.56450126,0,42,4
109.7108782,1.828025305,0,20,6
73.46104393,1.785103125,1,31,4
75.46675992,1.804634835,1,64,1
75.56676226,1.778776512,1,24,5
96.96967861,1.671840137,0,63,5
109.4616658,1.906935254,1,40,4
54.84768133,1.723017268,1,32,6
56.61791644,1.969476503,1,19,4
89.31569909,1.651210446,0,19,4
57.20142701,1.798082227,1,51,4
51.86519236,1.898316114,1,60,4
68.48922616,1.81435094,1,24,6
82.51590557,1.915518608,1,27,5
69.43955507,1.80428906,0,31,4
103.0031165,1.889768075,1,55,6
77.32314379,1.716469982,0,23,6
76.98198535,1.859561682,1,58,6
96.56075886,1.726851428,0,31,5
77.45199228,1.615618123,0,24,4
92.82449883,1.729556186,0,41,7
71.50663496,1.757299493,1,46,7
82.11893649,1.722307869,1,22,3
101.3978967,1.83429028,1,50,7
57.10613642,1.905913342,1,54,6
98.31718468,1.826277869,0,60,4
54.59235805,1.961070135,1,37,6
76.99259695,1.860351609,1,32,4
82.04361004,1.787485607,1,21,3
109.7584852,1.77434585,0,39,4
72.30252953,1.642249009,0,21,4
91.05956263,1.775995444,0,65,1
57.65737312,1.783162163,0,45,6
85.53272471,1.824592613,1,37,7
69.34340915,1.824882138,1,31,3
97.04670832,1.811989596,0,30,7
92.79997655,1.757440359,0,31,4
81.74820103,1.853596297,1,63,7
80.24174638,1.547004593,0,30,7
70.93988048,1.59518086,0,49,5
57.94280504,1.393265009,0,41,2
72.12779866,1.580847733,0,52,4
69.43632688,1.792349469,1,46,4
71.62439316,1.814953326,1,39,5
66.43366918,1.63733406,0,26,5
88.8028252,1.637682509,0,55,6
86.56139009,1.691539329,0,60,5
70.49933992,1.624531919,0,58,3
98.39698493,1.74050736,0,55,4
76.95711409,1.822191932,1,65,4
99.77475435,1.742237679,0,64,4
95.05138971,1.738893637,1,52,5
64.57005639,1.906623955,1,32,1
53.42639628,1.933886367,1,32,3
50.45648691,1.787098253,0,60,2
103.3406189,1.967672152,1,33,4
109.5484853,1.843876713,1,50,4
89.12185867,1.850076941,1,60,4
73.21663233,1.548117778,0,30,6
85.39248198,1.642278065,0,48,4
87.95062444,1.728958757,0,19,5
86.26908582,1.745543485,0,30,4
58.23650775,1.657885861,0,46,5
74.15319427,1.955696116,1,65,4
82.84612582,1.760327904,1,40,1
68.43054623,1.716602208,1,56,4
96.77201721,1.760362637,0,40,2
93.85494854,1.759634113,1,28,7
103.9677684,1.854518189,1,53,4
80.00235351,1.788698113,1,61,6
55.24788431,1.661767673,0,56,6
89.97757005,1.915690545,1,52,6
85.32324725,1.962510613,1,35,2
64.62251328,1.949274015,1,34,5
93.62039761,1.701454148,1,26,4
96.58700753,1.795810606,1,56,6
76.23028949,1.624902803,0,18,1
57.95638295,1.480872549,0,42,4
85.46239922,1.779011623,1,53,6
63.36634103,1.794736644,1,55,4
85.06319028,1.71269627,1,52,1
87.92243109,1.768649628,1,59,5
56.94228194,1.931316114,1,58,4
85.4190806,1.809420071,0,27,5
75.00262773,1.959444919,1,56,6
62.98669251,1.501249815,0,53,1
108.5830449,1.868335692,1,23,4
50.12437749,1.397310639,0,19,5
81.00343741,1.761068709,0,18,6
81.07902511,1.765078683,1,24,4
60.11459661,1.627725472,0,26,5
105.0229079,1.761707306,0,30,5
67.6917738,1.749741466,1,21,5
91.67026245,1.758794534,0,51,4
69.43152324,1.89081437,1,61,4
101.8590447,1.72633262,0,61,7
84.33634397,1.565461023,0,47,4
108.2286281,1.760448749,0,49,5
61.87670309,1.873381769,1,62,6
52.71158161,1.88363621,1,33,5
86.66827296,1.576358354,0,39,7
67.66581383,1.823454735,0,58,6
97.43960658,1.841957982,1,44,1
96.18590088,1.790815079,1,57,7
105.9107464,1.79602295,0,45,4
64.65673891,1.537573966,0,58,7
98.4014364,1.951150576,1,38,5
100.8099512,1.901217485,1,55,4
109.2846017,1.945327529,1,35,6
79.34520822,1.777985347,1,48,6
64.89064115,1.929474975,1,20,3
94.83560757,1.694220196,0,33,1
74.20840833,1.78577882,0,39,4
103.9306242,1.79941623,1,63,5
97.81474487,1.75164422,0,56,6
51.03904824,1.865048445,1,20,7
84.75236149,1.775104159,0,52,7
81.33547288,1.667971718,0,18,5
82.84885504,1.553311451,0,60,5
71.63422543,1.867887197,1,60,4
80.8028151,1.879704814,1,28,7
77.32662703,1.70001837,0,37,6
108.5113577,1.818462271,1,39,6
72.63604535,1.716240472,1,65,4
73.69568961,1.802116695,0,23,7
91.45244878,1.734400548,0,21,7
88.80767132,1.597476574,0,37,4
65.99669011,1.921868686,1,62,6
77.03780064,1.780914264,1,60,6
78.49999799,1.509585059,0,56,4
55.40359949,1.796913427,1,61,4
84.16366435,1.773194583,0,32,4
67.98808084,1.929775116,1,64,5
61.85454014,1.785988994,0,28,4
80.23977947,1.623567774,0,19,6
57.67465277,1.775765195,1,62,7
86.40111228,1.800999332,0,51,3
65.32591774,1.76606442,1,56,5
109.4857658,1.816848847,0,43,4
70.91545392,1.738683231,0,32,6
93.2586752,1.778561571,1,52,6
101.3739463,1.822132834,0,25,7
76.62381246,1.589855392,0,25,2
79.89804168,1.850461565,1,52,4
105.2336184,1.805351563,0,60,1
81.25445693,1.828984828,0,54,4
101.31946,1.759692199,0,30,5
90.37112155,1.822389109,0,57,5
60.12269024,1.635761761,0,52,1
103.1910175,1.822725363,1,28,1
94.41121059,1.754278553,1,34,5
99.63590865,1.694897096,0,44,6
79.51233093,1.854727333,1,34,4
104.0922862,1.734164248,0,57,3
54.39636984,1.911045401,1,50,5
86.6817102,1.756548713,0,60,5
51.97163247,1.7510598,0,33,4
65.82080464,1.842270426,1,38,4
78.39999276,1.586365197,0,20,5
108.5259537,1.877187876,1,28,5
60.03164026,1.730229957,1,49,5
50.45983322,1.516026766,0,63,6
59.14946849,1.764530319,0,30,6
79.89271304,1.902374108,1,51,4
87.25816282,1.735760945,0,58,4
91.91304831,1.938521765,1,21,2
64.40786448,1.873450509,1,31,7
102.8477617,1.753021174,0,56,7
97.51098366,1.699483066,0,48,4
105.6249561,1.803669064,0,63,1
82.15756947,1.762236768,1,28,7
51.49025038,1.606137936,0,44,4
107.6201469,1.775402412,0,32,6
75.68711799,1.623595141,0,51,5
93.18685543,1.85927487,1,37,4
109.6776994,1.800928288,0,50,4
78.17198694,1.846391097,1,58,6
54.40225519,1.627404214,0,61,7
69.02048425,1.867018814,1,28,7
91.29103495,1.88685572,1,19,2
91.07634784,1.705793277,0,63,7
101.2616332,1.918445832,1,49,6
62.3857766,1.746326949,1,65,7
70.95221159,1.661132794,0,52,4
109.032357,1.766975288,0,58,6
101.1730211,1.772552495,0,30,7
87.36057455,1.665575334,0,48,7
80.95715159,1.957666213,1,64,5
62.4026622,1.809117452,0,23,5
90.71566726,1.872368861,1,61,4
87.04643602,1.896408172,1,28,4
85.00894945,1.710543548,1,43,4
77.51196414,1.831292423,1,36,7
79.87594287,1.731471599,1,21,7
107.4216776,1.906562764,1,43,5
102.7881023,1.802420364,0,41,4
95.16717673,1.825127793,1,59,6
69.61526348,1.818678417,1,32,4
51.26916939,1.734890261,1,58,7
80.86801601,1.971498432,1,26,3
67.86766712,1.530826101,0,60,4
57.17040207,1.807066858,1,29,4
98.22245479,1.903223122,1,42,6
70.01213157,1.766196945,0,65,4
96.58749534,1.856995218,1,45,4
62.29458161,1.63474811,0,19,6
107.7977439,1.855541092,1,65,4
65.38502878,1.874904088,1,50,4
101.8740947,1.737667538,0,21,4
75.99515104,1.828167994,0,28,4
66.30900034,1.721574386,1,41,7
83.87607983,1.959666182,1,24,7
101.0241168,1.749622621,1,30,6
69.22309621,1.729329755,1,56,4
63.97196499,1.472980805,0,21,6
74.73674248,1.476208796,0,27,4
100.131476,1.976696432,1,63,4
50.18133085,1.701177476,0,39,6
55.052744,1.432323125,0,47,4
67.59961552,1.619885815,0,34,4
56.42130835,1.537508847,0,53,6
95.04164635,1.795728659,1,56,3
96.92292055,1.734041161,0,48,4
109.8076725,1.826904395,0,61,4
67.9234409,1.703628898,1,27,5
66.80113159,1.431008441,0,52,5
88.89793572,1.756920649,1,25,1
89.11336975,1.647019755,0,54,4
75.71847885,1.797963241,1,30,5
70.85581635,1.709872681,0,53,3
100.137188,1.901972698,1,49,6
97.19500869,1.745728022,0,36,5
90.29046621,1.907959198,1,51,4
109.7375579,1.822617542,0,58,7
82.38172288,1.600058198,0,54,5
63.06120952,1.713083198,0,61,1
61.40369799,1.671299566,0,21,5
95.64332763,1.804650487,1,63,1
69.04727438,1.870867083,1,59,7
71.93856918,1.470261165,0,20,4
76.1715877,1.707590035,0,24,6
104.1163819,1.919857633,1,38,5
91.93914782,1.718242083,0,63,5
61.16410066,1.761277304,0,31,7
80.16796958,1.648956222,0,52,4
68.27225611,1.901462667,1,53,5
104.040739,1.800689491,0,39,5
81.8051943,1.623059794,0,39,7
69.10612831,1.794669256,1,65,4
79.02729292,1.863524413,1,25,7
61.94638496,1.514927385,0,63,5
60.56675511,1.759137478,0,61,5
98.57979356,1.812965138,0,62,5
93.41712385,1.857902559,1,55,5
103.7859363,1.916536029,1,40,5
55.21273412,1.55157644,0,55,4
108.6607888,1.855776254,1,51,4
74.96634576,1.80130919,1,60,5
74.37290359,1.788613349,1,62,5
79.10277205,1.648492345,0,22,5
90.31793616,1.897111262,1,41,7
55.35964775,1.526639277,0,59,3
94.73782367,1.891926278,1,22,4
97.53905337,1.766655904,0,45,4
78.70817228,1.844065372,1,24,4
94.37742713,1.677649517,0,28,5
69.27108795,1.860231034,1,47,5
50.19903002,1.440944377,0,29,4
64.46062664,1.976983178,1,47,2
109.9594337,1.774546375,0,31,7
61.57335884,1.721446411,0,39,4
88.55598154,1.750649422,1,26,1
77.58561256,1.765240331,0,56,4
69.31963218,1.91876863,1,26,5
98.40417755,1.826063726,1,21,7
90.17235922,1.72000315,0,48,6
81.76497342,1.756681045,0,47,4
87.4336704,1.801807766,1,37,7
70.65251753,1.531828943,0,44,6
96.83789136,1.797101499,0,48,5
52.77102628,1.823197205,1,54,6
77.26861672,1.68986261,0,58,3
55.40851796,1.895166795,1,62,6
87.46742693,1.881370911,1,34,5
75.74858401,1.764943283,1,24,3
